Threads: 7
dx: 1.05e-01
N: 20

Iterations	U* iters	P' iters	L2 norm		P error		U error
6.30e+02	7.17e+02	5.07e+02	1.70e-06	2.173e+01	2.325e+00	
6.40e+02	7.13e+02	4.62e+02	1.52e-06	2.173e+01	2.325e+00	
6.50e+02	7.09e+02	4.17e+02	1.36e-06	2.173e+01	2.325e+00	
6.60e+02	7.04e+02	3.79e+02	1.22e-06	2.173e+01	2.325e+00	
6.70e+02	7.00e+02	3.43e+02	1.09e-06	2.173e+01	2.325e+00	
6.80e+02	6.96e+02	3.05e+02	9.77e-07	2.173e+01	2.325e+00	

Mass Flow Rate:
1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	1.1896	

u:
9.6177	6.9543	5.4462	4.4756	3.7986	3.2995	2.9163	2.6129	2.3667	2.1628	1.9913	1.8450	1.7188	1.6087	1.5118	1.4260	1.3493	1.2805	1.2184	

p:
-60.7522	-41.2964	-21.7268	-13.2313	-8.7868	-6.1724	-4.5049	-3.3765	-2.5774	-1.9908	-1.5476	-1.2045	-0.9335	-0.7157	-0.5380	-0.3912	-0.2685	-0.1649	-0.0767	0.0000	

Time: 6.885e+00 s
